ID,DATOP,FLTID,DEPSTN,ARRSTN,STD,STA,STATUS,AC,target
train_id_3822,May,TU 0603 ,TUN,DJE,5/31/2016 12:10,2016-05-31 13.05.00,ATA,TU 736IOR,ONTIME
train_id_3823,May,TU 0814 ,CAI,TUN,5/31/2016 10:55,2016-05-31 14.10.00,ATA,TU 31BIMQ,Severe
train_id_3824,May,TU 0643 ,VIE,TUN,5/31/2016 11:20,2016-05-31 13.30.00,ATA,TU 32AIMI,Common
train_id_3825,June,TU 0634 ,DJE,ORY,6/1/2016 6:05,2016-06-01 08.50.00,ATA,TU 31AIMK,Common
train_id_3826,May,TU 0720 ,TUN,ORY,5/31/2016 12:25,2016-05-31 14.45.00,ATA,TU 320IMU,Common
train_id_3827,May,TU 0745 ,FRA,TUN,5/31/2016 12:25,2016-05-31 14.45.00,ATA,TU 31BIMO,ONTIME
train_id_3828,May,TU 0756 ,TUN,MXP,5/31/2016 12:30,2016-05-31 14.15.00,ATA,TU 32AIMF,ONTIME
train_id_3829,May,TU 0282 ,TUN,TLS,5/31/2016 13:20,2016-05-31 15.15.00,ATA,TU 736IOL,Common
train_id_3830,May,TU 0902 ,TUN,MRS,5/31/2016 13:55,2016-05-31 15.30.00,ATA,TU 32AIMM,Common
train_id_3831,May,TU 0283 ,TLS,BOD,5/31/2016 16:05,2016-05-31 16.50.00,ATA,TU 736IOL,ONTIME
train_id_3832,May,TU 0375 ,ALG,TUN,5/31/2016 16:05,2016-05-31 17.15.00,ATA,TU 332IFM,Severe
train_id_3833,May,TU 0713 ,TUN,JED,5/31/2016 18:55,2016-05-31 23.10.00,ATA,TU 332IFM,Medium
train_id_3834,May,TU 0283 ,BOD,TUN,5/31/2016 17:35,2016-05-31 19.45.00,ATA,TU 736IOL,Common
train_id_3835,May,TU 0723 ,ORY,TUN,5/31/2016 17:50,2016-05-31 20.20.00,ATA,TU 32AIML,ONTIME
train_id_3836,May,UG 0010 ,TUN,DJE,5/31/2016 18:00,2016-05-31 18.50.00,ATA,TU 736ION,Severe
train_id_3837,May,UG 0011 ,DJE,TUN,5/31/2016 19:45,2016-05-31 20.35.00,ATA,TU 736ION,Severe
train_id_3838,May,TU 0396 ,BKO,DKR,5/31/2016 20:55,2016-05-31 22.35.00,ATA,TU 320IMS,Severe
train_id_3839,May,TU 0398 ,ABJ,TUN,5/31/2016 22:40,2016-06-01 03.55.00,ATA,TU 320IMV,Medium
train_id_3840,June,TU 9000 ,TUN,DJE,6/1/2016 4:55,2016-06-01 05.50.00,ATA,TU 32AIMN,ONTIME
train_id_3841,June,TU 0514 ,TUN,BCN,6/1/2016 8:05,2016-06-01 09.50.00,ATA,TU 32AIMI,ONTIME
train_id_3842,June,TU 0931 ,MRS,TUN,6/1/2016 8:50,2016-06-01 10.25.00,ATA,TU 320IMW,Medium
train_id_3843,June,TU 0246 ,TUN,SXB,6/1/2016 13:35,2016-06-01 15.55.00,ATA,TU 736IOL,Medium
train_id_3844,June,TU 0701 ,GVA,TUN,6/1/2016 11:10,2016-06-01 13.05.00,ATA,TU 32AIMN,ONTIME
train_id_3845,June,TU 0756 ,TUN,MXP,6/1/2016 12:30,2016-06-01 14.15.00,ATA,TU 320IMU,Common
train_id_3846,June,UG 1301 ,MLA,TUN,6/1/2016 11:30,2016-06-01 12.30.00,ATA,TU 736IOK,Severe
train_id_3847,June,UG 0008 ,TUN,DJE,6/1/2016 14:30,2016-06-01 15.20.00,ATA,TU 736IOK,Common
train_id_3848,June,TU 0721 ,ORY,TUN,6/1/2016 15:45,2016-06-01 18.10.00,ATA,TU 320IMW,ONTIME
train_id_3849,June,TU 0791 ,LGW,TUN,6/2/2016 10:35,2016-06-02 13.25.00,ATA,TU 32AIMD,Medium
train_id_3850,June,TU 0790 ,TUN,LGW,6/2/2016 6:45,2016-06-02 09.30.00,ATA,TU 32AIMD,Common
train_id_3851,June,TU 0714 ,JED,TUN,6/2/2016 0:30,2016-06-02 05.25.00,ATA,TU 320IMS,Medium
train_id_3852,June,TU 0931 ,MRS,TUN,6/2/2016 8:50,2016-06-02 10.25.00,ATA,TU 736ION,Medium
train_id_3853,June,TU 0996 ,TUN,NCE,6/2/2016 7:50,2016-06-02 09.20.00,ATA,TU 32AIMG,ONTIME
train_id_3854,June,TU 0752 ,TUN,FCO,6/2/2016 8:00,2016-06-02 09.20.00,ATA,TU 31BIMO,Common
train_id_3855,June,TU 0514 ,TUN,BCN,6/2/2016 8:05,2016-06-02 09.50.00,ATA,TU 32AIML,Common
train_id_3856,June,TU 0856 ,TUN,TUN,6/2/2016 8:00,2016-06-02 09.45.00,RTR,TU 320IMV,Common
train_id_3857,June,TU 0856 ,TUN,MXP,6/2/2016 8:00,2016-06-02 09.45.00,ATA,TU 320IMV,Medium
train_id_3858,June,TU 0712 ,CMN,TUN,6/2/2016 10:35,2016-06-02 13.00.00,ATA,TU 320IMR,Common
train_id_3859,June,TU 0430 ,DJE,LYS,6/2/2016 11:35,2016-06-02 13.55.00,ATA,TU 736IOK,ONTIME
train_id_3860,June,UG 0010 ,TUN,DJE,6/2/2016 18:00,2016-06-02 18.50.00,ATA,TU 736ION,Severe
train_id_3861,June,UG 0011 ,DJE,TUN,6/2/2016 19:45,2016-06-02 20.30.00,ATA,TU 736ION,Medium
train_id_3862,June,TU 0208 ,TUN,NTE,6/2/2016 13:20,2016-06-02 15.45.00,ATA,TU 736IOL,Common
train_id_3863,June,TU 0902 ,TUN,MRS,6/2/2016 13:50,2016-06-02 15.30.00,ATA,TU 320IMW,Common
train_id_3864,June,TU 0734 ,DJE,TOE,6/2/2016 13:50,2016-06-02 14.30.00,ATA,TU 736IOR,ONTIME
train_id_3865,June,TU 0722 ,TUN,ORY,6/2/2016 13:55,2016-06-02 16.20.00,ATA,TU 332IFM,Medium
train_id_3866,June,TU 0374 ,TUN,ALG,6/2/2016 13:45,2016-06-02 15.05.00,ATA,TU 32AIML,Common
train_id_3867,June,TU 0251 ,NCE,MIR,6/2/2016 14:30,2016-06-02 16.15.00,ATA,TU 31AIMJ,ONTIME
train_id_3868,June,TU 0431 ,LYS,DJE,6/2/2016 14:40,2016-06-02 17.00.00,ATA,TU 736IOK,Common
train_id_3869,June,TU 0441 ,ORY,MIR,6/2/2016 14:20,2016-06-02 16.55.00,ATA,TU 32AIMM,Common
train_id_3870,June,TU 0998 ,TUN,NCE,6/2/2016 14:15,2016-06-02 15.45.00,ATA,TU 32AIMG,Common
train_id_3871,June,TU 0397 ,TUN,OUA,6/2/2016 15:15,2016-06-02 19.35.00,ATA,TU 320IMS,Common
train_id_3872,June,TU 0851 ,LYS,TUN,6/2/2016 16:00,2016-06-02 17.55.00,ATA,TU 736ION,Common
train_id_3873,June,TU 9042 ,MIR,TUN,6/2/2016 17:45,2016-06-02 18.20.00,ATA,TU 32AIMM,ONTIME
train_id_3874,June,TU 0713 ,TUN,JED,6/2/2016 18:55,2016-06-02 23.10.00,ATA,TU 332IFN,Medium
train_id_3875,June,TU 0735 ,TOE,DJE,6/2/2016 22:15,2016-06-02 22.55.00,ATA,TU 736IOR,ONTIME
train_id_3876,June,TU 0634 ,DJE,ORY,6/3/2016 6:05,2016-06-03 08.50.00,ATA,TU 31AIMK,ONTIME
train_id_3877,June,TU 6550 ,DJE,TUN,6/3/2016 5:10,2016-06-03 06.00.00,ATA,TU 736IOK,Medium
train_id_3878,June,TU 0996 ,TUN,NCE,6/3/2016 7:50,2016-06-03 09.20.00,ATA,TU 320IMW,ONTIME
train_id_3879,June,TU 0499 ,MUC,DJE,6/3/2016 7:40,2016-06-03 10.15.00,ATA,TU 736IOR,Common
train_id_3880,June,TU 0856 ,TUN,MXP,6/3/2016 8:00,2016-06-03 09.45.00,ATA,TU 320IMR,Common
train_id_3881,June,TU 0466 ,DJE,HAM,6/3/2016 8:15,2016-06-03 11.30.00,ATA,TU 32AIMI,ONTIME
train_id_3882,June,TU 0997 ,NCE,TUN,6/3/2016 10:15,2016-06-03 11.50.00,ATA,TU 320IMW,ONTIME
train_id_3883,June,TU 0629 ,BOD,TUN,6/3/2016 10:10,2016-06-03 12.20.00,ATA,TU 32AIMM,Common
train_id_3884,June,TU 0745 ,FRA,TUN,6/3/2016 10:00,2016-06-03 12.25.00,ATA,TU 31BIMQ,Common
train_id_3885,June,TU 0753 ,FCO,TUN,6/3/2016 10:20,2016-06-03 11.35.00,ATA,TU 31BIMO,ONTIME
train_id_3886,June,TU 0717 ,ORY,TUN,6/3/2016 10:15,2016-06-03 12.40.00,ATA,TU 32AIMF,ONTIME
train_id_3887,June,TU 0721 ,ORY,TUN,6/3/2016 15:45,2016-06-03 18.10.00,ATA,TU 320IMW,Medium
train_id_3888,June,TU 0720 ,TUN,ORY,6/3/2016 12:25,2016-06-03 14.45.00,ATA,TU 320IMW,Medium
train_id_3889,June,TU 0850 ,TUN,LYS,6/3/2016 13:20,2016-06-03 15.10.00,ATA,TU 320IMR,Common
train_id_3890,June,TU 0851 ,LYS,TUN,6/3/2016 16:00,2016-06-03 17.55.00,ATA,TU 320IMR,Common
train_id_3891,June,TU 0648 ,DJE,FRA,6/3/2016 13:05,2016-06-03 16.05.00,ATA,TU 736IOR,ONTIME
train_id_3892,June,TU 0705 ,TUN,CMN,6/3/2016 16:00,2016-06-03 18.45.00,ATA,TU 320IMU,Severe
train_id_3893,June,TU 0734 ,MIR,ORY,6/3/2016 15:00,2016-06-03 17.15.00,ATA,TU 31AIMK,Common
train_id_3894,June,TU 0473 ,VCE,TUN,6/3/2016 15:45,2016-06-03 17.30.00,ATA,TU 31BIMO,ONTIME
train_id_3895,June,TU 0363 ,BLQ,TUN,6/3/2016 16:20,2016-06-03 17.50.00,ATA,TU 31BIMQ,ONTIME
train_id_3896,June,TU 0999 ,NCE,TUN,6/3/2016 16:35,2016-06-03 18.10.00,ATA,TU 32AIML,ONTIME
train_id_3897,June,TU 0649 ,FRA,DJE,6/3/2016 17:00,2016-06-03 19.50.00,ATA,TU 736IOR,ONTIME
train_id_3898,June,TU 8272 ,JIB,TUN,6/3/2016 17:00,2016-06-03 23.35.00,ATA,TU 320IMT,Common
train_id_3899,June,TU 0555 ,SXB,DJE,6/3/2016 18:00,2016-06-03 20.40.00,ATA,TU 32AIMN,ONTIME
train_id_3900,June,TU 0714 ,JED,TUN,6/4/2016 0:30,2016-06-04 05.25.00,ATA,TU 320IMR,Severe
train_id_3901,June,TU 0788 ,TUN,BRU,6/4/2016 7:30,2016-06-04 10.05.00,ATA,TU 320IMT,Common
train_id_3902,June,TU 0996 ,TUN,NCE,6/4/2016 7:50,2016-06-04 09.20.00,ATA,TU 32AIMM,ONTIME
train_id_3903,June,TU 0856 ,TUN,MXP,6/4/2016 8:00,2016-06-04 09.45.00,ATA,TU 31BIMQ,ONTIME
train_id_3904,June,TU 0752 ,TUN,FCO,6/4/2016 7:55,2016-06-04 09.20.00,ATA,TU 320IMW,ONTIME
train_id_3905,June,TU 0903 ,MRS,TUN,6/4/2016 13:50,2016-06-04 15.25.00,ATA,TU 32AIMD,Common
train_id_3906,June,TU 0282 ,TUN,TLS,6/4/2016 12:05,2016-06-04 14.00.00,ATA,TU 320IMR,ONTIME
train_id_3907,June,TU 0283 ,TLS,TUN,6/4/2016 14:50,2016-06-04 16.45.00,ATA,TU 320IMR,Common
train_id_3908,June,TU 0902 ,TUN,MRS,6/4/2016 11:25,2016-06-04 13.00.00,ATA,TU 32AIMD,Common
train_id_3909,June,TU 0929 ,MRS,TUN,6/4/2016 18:40,2016-06-04 20.15.00,ATA,TU 32AIMD,Common
train_id_3910,June,TU 0701 ,GVA,TUN,6/4/2016 11:00,2016-06-04 12.55.00,ATA,TU 320IMU,ONTIME
train_id_3911,June,TU 0553 ,HAM,NBE,6/4/2016 10:25,2016-06-04 13.20.00,ATA,TU 32AIMF,ONTIME
train_id_3912,June,TU 0485 ,ZRH,DJE,6/4/2016 15:55,2016-06-04 18.25.00,ATA,TU 736IOR,ONTIME
train_id_3913,June,TU 0791 ,LHR,TUN,6/4/2016 16:55,2016-06-04 19.50.00,ATA,TU 320IMS,Common
train_id_3914,June,TU 0735 ,ORY,DJE,6/4/2016 17:10,2016-06-04 19.55.00,ATA,TU 31AIMK,ONTIME
train_id_3915,June,TU 0647 ,FRA,NBE,6/4/2016 17:45,2016-06-04 20.10.00,ATA,TU 736ION,ONTIME
train_id_3916,June,TU 0680 ,MIR,MRS,6/4/2016 17:00,2016-06-04 18.45.00,ATA,TU 31AIMJ,Medium
train_id_3917,June,TU 9093 ,NBE,DJE,6/4/2016 18:45,2016-06-04 19.35.00,ATA,TU 736IOK,ONTIME
train_id_3918,June,TU 0681 ,MRS,MIR,6/4/2016 19:35,2016-06-04 21.20.00,ATA,TU 31AIMJ,Medium
train_id_3919,June,TU 0215 ,IST,TUN,6/4/2016 23:25,2016-06-05 02.15.00,ATA,TU 320IMU,Common
train_id_3920,June,TU 6024 ,DJE,TUN,6/5/2016 6:40,2016-06-05 07.30.00,ATA,TU 320IMW,Medium
train_id_3921,July,TU 0555 ,SFA,DJE,7/1/2016 21:20,2016-07-01 21.55.00,ATA,TU 736ION,ONTIME
train_id_3922,July,TU 0996 ,TUN,NCE,7/2/2016 7:50,2016-07-02 09.20.00,ATA,TU 320IMS,Severe
train_id_3923,July,TU 0997 ,NCE,TUN,7/2/2016 10:15,2016-07-02 11.50.00,ATA,TU 320IMS,Severe
train_id_3924,July,TU 0718 ,TUN,ORY,7/2/2016 9:20,2016-07-02 11.40.00,ATA,TU 320IMR,Common
train_id_3925,July,TU 0788 ,TUN,BRU,7/2/2016 7:30,2016-07-02 10.05.00,ATA,TU 320IMV,Common
train_id_3926,July,TU 0700 ,TUN,GVA,7/2/2016 8:10,2016-07-02 10.05.00,ATA,TU 31BIMQ,ONTIME
train_id_3927,July,TU 0752 ,TUN,FCO,7/2/2016 7:55,2016-07-02 09.20.00,ATA,TU 320IMU,Common
train_id_3928,July,TU 0251 ,NCE,MIR,7/2/2016 8:25,2016-07-02 10.05.00,ATA,TU 32AIMD,Common
train_id_3929,July,TU 4751 ,VIE,DJE,7/2/2016 8:40,2016-07-02 11.15.00,ATA,TU 31AIMK,ONTIME
train_id_3930,July,TU 0595 ,MUC,NBE,7/2/2016 8:25,2016-07-02 10.40.00,ATA,TU 736ION,Common
train_id_3931,July,TU 0931 ,MRS,TUN,7/2/2016 8:50,2016-07-02 10.25.00,ATA,TU 332IFM,Common
train_id_3932,July,TU 0753 ,FCO,TUN,7/2/2016 10:20,2016-07-02 11.35.00,ATA,TU 320IMU,Common
train_id_3933,July,TU 0756 ,TUN,MXP,7/2/2016 13:25,2016-07-02 15.10.00,ATA,TU 32AIMG,Severe
train_id_3934,July,TU 0789 ,BRU,TUN,7/2/2016 11:00,2016-07-02 13.40.00,ATA,TU 320IMV,Common
train_id_3935,July,TU 0998 ,TUN,NCE,7/2/2016 14:15,2016-07-02 15.45.00,ATA,TU 32AIMF,Common
train_id_3936,July,TU 0734 ,DJE,ORY,7/2/2016 14:50,2016-07-02 17.30.00,ATA,TU 32AIML,Medium
train_id_3937,July,TU 0751 ,LYS,TUN,7/2/2016 10:40,2016-07-02 12.35.00,ATA,TU 32AIMI,Severe
train_id_3938,July,TU 0282 ,TUN,TLS,7/2/2016 12:05,2016-07-02 14.00.00,ATA,TU 736IOP,Common
train_id_3939,July,TU 3522 ,MIR,BRU,7/2/2016 12:15,2016-07-02 15.00.00,ATA,TU 736IOL,ONTIME
train_id_3940,July,TU 0694 ,DJE,MRS,7/3/2016 14:50,2016-07-03 16.50.00,ATA,TU 736ION,Medium
train_id_3941,July,TU 0695 ,MRS,DJE,7/3/2016 17:40,2016-07-03 19.40.00,ATA,TU 736ION,Medium
train_id_3942,July,TU 2724 ,TUN,ORY,7/3/2016 2:40,2016-07-03 05.10.00,ATA,TU 32AIMG,Common
train_id_3943,July,TU 0509 ,GVA,MIR,7/2/2016 14:00,2016-07-02 16.05.00,ATA,TU 32AIMD,Common
train_id_3944,July,TU 0646 ,NBE,FRA,7/2/2016 14:10,2016-07-02 16.45.00,ATA,TU 320IMT,Medium
train_id_3945,July,TU 0721 ,ORY,TUN,7/2/2016 14:55,2016-07-02 17.20.00,ATA,TU 332IFM,Severe
train_id_3946,July,TU 0318 ,TUN,LIS,7/2/2016 15:20,2016-07-02 18.10.00,ATA,TU 736IOK,Common
train_id_3947,July,TU 0375 ,ALG,TUN,7/2/2016 16:05,2016-07-02 17.15.00,ATA,TU 31BIMO,ONTIME
train_id_3948,July,TU 0216 ,TUN,IST,7/2/2016 15:55,2016-07-02 18.30.00,ATA,TU 320IMR,Common
train_id_3949,July,TU 0928 ,TUN,MRS,7/2/2016 17:05,2016-07-02 18.40.00,ATA,TU 320IMU,Medium
train_id_3950,July,TU 0203 ,YUL,TUN,7/2/2016 20:15,2016-07-03 04.30.00,ATA,TU 332IFN,Common
train_id_3951,July,TU 0930 ,TUN,MRS,7/3/2016 6:25,2016-07-03 08.00.00,ATA,TU 32AIMF,ONTIME
train_id_3952,July,TU 0725 ,ORY,TUN,7/3/2016 6:00,2016-07-03 08.25.00,ATA,TU 32AIMG,Common
train_id_3953,July,TU 0718 ,TUN,ORY,7/3/2016 9:20,2016-07-03 11.40.00,ATA,TU 32AIMG,Common
train_id_3954,July,TU 0716 ,TUN,ORY,7/3/2016 6:50,2016-07-03 09.10.00,ATA,TU 32AIML,ONTIME
train_id_3955,July,TU 0208 ,TUN,NTE,7/3/2016 7:00,2016-07-03 09.20.00,ATA,TU 736IOK,ONTIME
train_id_3956,July,TU 0744 ,TUN,FRA,7/3/2016 6:55,2016-07-03 09.30.00,ATA,TU 320IMU,ONTIME
train_id_3957,July,TU 0628 ,TUN,BOD,7/3/2016 7:15,2016-07-03 09.20.00,ATA,TU 31BIMO,ONTIME
train_id_3958,July,TU 0711 ,TUN,CMN,7/3/2016 7:00,2016-07-03 09.40.00,ATA,TU 320IMW,Common
train_id_3959,July,TU 0847 ,TUN,BEY,7/3/2016 7:30,2016-07-03 10.45.00,ATA,TU 320IMS,Common
train_id_3960,July,TU 0856 ,TUN,MXP,7/3/2016 8:00,2016-07-03 09.45.00,ATA,TU 320IMT,Medium
train_id_3961,July,TU 0338 ,TUN,ALG,7/3/2016 7:30,2016-07-03 08.50.00,ATA,TU 320IMR,Severe
train_id_3962,July,TU 0996 ,TUN,NCE,7/3/2016 7:50,2016-07-03 09.20.00,ATA,TU 332IFN,ONTIME
train_id_3963,July,TU 0788 ,TUN,BRU,7/3/2016 7:30,2016-07-03 10.05.00,ATA,TU 32AIMD,Common
train_id_3964,July,TU 0752 ,TUN,FCO,7/3/2016 7:55,2016-07-03 09.20.00,ATA,TU 31BIMQ,ONTIME
train_id_3965,July,TU 0750 ,TUN,LYS,7/3/2016 8:00,2016-07-03 09.50.00,ATA,TU 32AIMI,ONTIME
train_id_3966,July,TU 0514 ,TUN,BCN,7/3/2016 8:05,2016-07-03 09.50.00,ATA,TU 320IMV,Common
train_id_3967,July,TU 8641 ,LYS,DJE,7/3/2016 8:05,2016-07-03 10.25.00,ATA,TU 736IOL,Common
train_id_3968,July,AT 0624 ,OUD,ORY,7/3/2016 8:20,2016-07-03 11.00.00,ATA,TU 32AIMN,ONTIME
train_id_3969,July,AT 0650 ,OUD,ORY,7/3/2016 7:50,2016-07-03 10.30.00,ATA,TU 32AIMM,Common
train_id_3970,July,TU 0481 ,NTE,DJE,7/3/2016 8:50,2016-07-03 11.35.00,ATA,TU 31AIMJ,Common
train_id_3971,July,TU 0790 ,TUN,LHR,7/3/2016 12:50,2016-07-03 15.55.00,ATA,TU 320IMV,Severe
train_id_3972,July,TU 0756 ,TUN,MXP,7/3/2016 12:30,2016-07-03 14.15.00,ATA,TU 320IMR,Medium
train_id_3973,July,TU 0745 ,FRA,TUN,7/3/2016 10:20,2016-07-03 12.45.00,ATA,TU 320IMU,Severe
train_id_3974,July,TU 8539 ,OPO,LIS,7/3/2016 10:15,2016-07-03 11.15.00,ATA,TU 736ION,Common
train_id_3975,July,TU 0209 ,NTE,TUN,7/3/2016 10:10,2016-07-03 12.25.00,ATA,TU 736IOK,Common
train_id_3976,July,TU 0634 ,DJE,ORY,7/3/2016 12:30,2016-07-03 15.10.00,ATA,TU 31AIMJ,Common
train_id_3977,July,TU 0515 ,BCN,TUN,7/3/2016 10:40,2016-07-03 12.15.00,ATA,TU 320IMV,Severe
train_id_3978,July,TU 0339 ,ALG,TUN,7/3/2016 9:40,2016-07-03 10.50.00,ATA,TU 320IMR,Severe
train_id_3979,July,TU 6290 ,DJE,CDG,7/3/2016 11:10,2016-07-03 13.45.00,ATA,TU 736IOL,Common
train_id_3980,July,TU 0700 ,TUN,GVA,7/3/2016 13:25,2016-07-03 15.20.00,ATA,TU 32AIML,Medium
train_id_3981,July,AT 0679 ,BRU,NDR,7/3/2016 11:00,2016-07-03 13.50.00,ATA,TU 32AIMP,Common
train_id_3982,July,TU 0613 ,TUN,DKR,7/3/2016 17:15,2016-07-03 22.35.00,ATA,TU 320IMW,Severe
train_id_3983,July,TU 0851 ,LYS,TUN,7/3/2016 16:00,2016-07-03 17.55.00,ATA,TU 320IMT,Medium
train_id_3984,July,TU 8539 ,LIS,DJE,7/3/2016 12:05,2016-07-03 15.00.00,ATA,TU 736ION,Common
train_id_3985,July,TU 0563 ,TUN,NKC,7/3/2016 18:45,2016-07-03 23.40.00,ATA,TU 320IMU,Severe
train_id_3986,July,AT 0625 ,ORY,OUD,7/3/2016 11:55,2016-07-03 14.30.00,ATA,TU 32AIMN,ONTIME
train_id_3987,July,TU 9147 ,TUN,DJE,7/3/2016 14:40,2016-07-03 15.25.00,ATA,TU 736IOK,ONTIME
train_id_3988,July,TU 0875 ,GVA,DJE,7/3/2016 14:50,2016-07-03 17.10.00,ATA,TU 736IOP,ONTIME
train_id_3989,July,TU 0722 ,TUN,ORY,7/3/2016 14:30,2016-07-03 16.50.00,ATA,TU 332IFN,Common
train_id_3990,July,TU 0463 ,LYS,MIR,7/3/2016 14:40,2016-07-03 16.40.00,ATA,TU 31AIMK,Common
train_id_3991,July,TU 0473 ,VCE,TUN,7/3/2016 15:50,2016-07-03 17.30.00,ATA,TU 31BIMQ,Common
train_id_3992,July,TU 0713 ,TUN,JED,7/3/2016 18:55,2016-07-03 23.10.00,ATA,TU 332IFM,ONTIME
train_id_3993,July,TU 0607 ,MAD,TUN,7/3/2016 17:25,2016-07-03 19.30.00,ATA,TU 31BIMO,Common
train_id_3994,July,TU 0283 ,TLS,TUN,7/3/2016 16:05,2016-07-03 17.50.00,ATA,TU 32AIMI,Medium
train_id_3995,July,TU 9030 ,MIR,TUN,7/3/2016 17:30,2016-07-03 18.05.00,ATA,TU 31AIMK,ONTIME
train_id_3996,July,TU 0643 ,VIE,TUN,7/3/2016 16:50,2016-07-03 19.00.00,ATA,TU 32AIMD,Severe
train_id_3997,July,TU 0853 ,FCO,TUN,7/3/2016 19:00,2016-07-03 20.15.00,ATA,TU 32AIMF,Common
train_id_3998,July,AT 0171 ,OUD,NDR,7/3/2016 22:25,2016-07-03 23.05.00,ATA,TU 32AIMM,ONTIME
train_id_3999,July,TU 0700 ,TUN,GVA,7/4/2016 8:10,2016-07-04 10.05.00,ATA,TU 32AIMI,Common
train_id_4000,July,TU 0931 ,MRS,TUN,7/4/2016 8:50,2016-07-04 10.25.00,ATA,TU 31AIMK,ONTIME
train_id_4001,July,TU 0362 ,TUN,BLQ,7/4/2016 8:55,2016-07-04 10.30.00,ATA,TU 320IMR,Common
train_id_4002,July,TU 0718 ,TUN,ORY,7/4/2016 9:20,2016-07-04 11.40.00,ATA,TU 332IFN,Common
train_id_4003,July,TU 0789 ,BRU,TUN,7/4/2016 11:00,2016-07-04 13.40.00,ATA,TU 32AIMD,Medium
train_id_4004,July,AT 0621 ,AMS,AHU,7/4/2016 11:00,2016-07-04 14.10.00,ATA,TU 32AIMP,Medium
train_id_4005,July,TU 0440 ,MIR,ORY,7/4/2016 12:40,2016-07-04 15.10.00,ATA,TU 31AIMK,ONTIME
train_id_4006,July,TU 0555 ,TUN,DJE,7/4/2016 13:00,2016-07-04 13.55.00,ATA,TU 736IOP,ONTIME
train_id_4007,July,TU 0694 ,DJE,MRS,7/4/2016 12:55,2016-07-04 14.55.00,ATA,TU 736ION,Common
train_id_4008,July,TU 0903 ,MRS,TUN,7/4/2016 13:50,2016-07-04 15.25.00,ATA,TU 320IMV,Medium
train_id_4009,July,TU 0374 ,TUN,ALG,7/4/2016 13:45,2016-07-04 15.05.00,ATA,TU 32AIML,Severe
train_id_4010,July,TU 0722 ,TUN,ORY,7/4/2016 14:30,2016-07-04 16.50.00,ATA,TU 32AIMD,Medium
train_id_4011,July,TU 0246 ,TUN,SXB,7/4/2016 13:35,2016-07-04 15.55.00,ATA,TU 736IOR,Severe
train_id_4012,July,TU 0852 ,TUN,FCO,7/4/2016 14:30,2016-07-04 15.50.00,ATA,TU 32AIMG,Common
train_id_4013,July,TU 0695 ,MRS,DJE,7/4/2016 16:00,2016-07-04 18.00.00,ATA,TU 736ION,ONTIME
train_id_4014,July,TU 0318 ,TUN,LIS,7/4/2016 14:35,2016-07-04 17.30.00,ATA,TU 736IOM,Common
train_id_4015,July,TU 0757 ,MXP,TUN,7/4/2016 15:05,2016-07-04 16.55.00,ATA,TU 320IMW,Common
train_id_4016,July,AT 0682 ,TNG,BRU,7/4/2016 15:10,2016-07-04 18.00.00,ATA,TU 32AIMM,ONTIME
train_id_4017,July,TU 0247 ,SXB,TUN,7/4/2016 16:50,2016-07-04 19.05.00,ATA,TU 736IOR,Medium
train_id_4018,July,AT 0688 ,OUD,BRU,7/4/2016 15:25,2016-07-04 18.20.00,ATA,TU 32AIMN,Medium
train_id_4019,July,TU 0735 ,ORY,DJE,7/4/2016 17:10,2016-07-04 19.55.00,ATA,TU 31AIMJ,Common
train_id_4020,July,TU 0375 ,ALG,TUN,7/4/2016 16:05,2016-07-04 17.15.00,ATA,TU 32AIML,Severe
train_id_4021,July,TU 0431 ,LYS,DJE,7/4/2016 17:50,2016-07-04 20.10.00,ATA,TU 736IOP,ONTIME
train_id_4022,July,TU 0214 ,TUN,IST,7/4/2016 20:00,2016-07-04 22.35.00,ATA,TU 736IOR,Medium
train_id_4023,July,TU 0724 ,TUN,ORY,7/4/2016 18:20,2016-07-04 20.40.00,ATA,TU 320IMW,ONTIME
train_id_4024,July,TU 0634 ,DJE,ORY,7/5/2016 6:05,2016-07-05 08.50.00,ATA,TU 320IMR,ONTIME
train_id_4025,July,TU 0880 ,TUN,AMS,7/5/2016 5:55,2016-07-05 08.45.00,ATA,TU 736IOK,Common
train_id_4026,July,TU 0602 ,TUN,ZRH,7/5/2016 6:10,2016-07-05 08.15.00,ATA,TU 736ION,Common
train_id_4027,July,TU 0744 ,TUN,FRA,7/5/2016 8:55,2016-07-05 11.25.00,ATA,TU 31BIMQ,ONTIME
train_id_4028,July,TU 0642 ,TUN,VIE,7/5/2016 9:15,2016-07-05 11.30.00,ATA,TU 320IMW,ONTIME
train_id_4029,July,TU 0635 ,ORY,DJE,7/5/2016 9:50,2016-07-05 12.40.00,ATA,TU 320IMR,Medium
train_id_4030,July,TU 0997 ,NCE,TUN,7/5/2016 10:15,2016-07-05 11.45.00,ATA,TU 32AIML,ONTIME
train_id_4031,July,TU 3528 ,MIR,BRU,7/5/2016 10:00,2016-07-05 12.40.00,ATA,TU 31AIMJ,Common
train_id_4032,July,TU 0717 ,ORY,TUN,7/5/2016 10:15,2016-07-05 12.40.00,ATA,TU 320IMT,Medium
train_id_4033,July,TU 9051 ,MIR,TUN,7/5/2016 10:50,2016-07-05 11.30.00,ATA,TU 736IOL,ONTIME
